z,n,name,decayModes,abundance
59,70,129Pr,EC = 100.00,NaN
59,72,131Pr,EC = 100.00,NaN
59,72,131Pr,IT = 96.40,NaN
59,72,131Pr,EC = 3.60,NaN
59,71,130Pr,EC = 100.00,NaN
59,71,130Pr,EC = 100.00,NaN
59,71,130Pr,EC = 100.00,NaN
59,78,137Pr,EC = 100.00,NaN
59,77,136Pr,EC = 100.00,NaN
59,79,138Pr,EC = 100.00,NaN
59,79,138Pr,EC = 100.00,NaN
60,103,163Nd,NaN,NaN
60,101,161Nd,B- = 100.00,NaN
60,101,161Nd,BN ? ,NaN
60,102,162Nd,NaN,NaN
60,100,160Nd,B- = 100.00,NaN
60,100,160Nd,BN ? ,NaN
60,74,134Nd,EC = 100.00,NaN
60,73,133Nd,EC = 100.00,NaN
60,73,133Nd,EC  ,NaN
60,73,133Nd,IT  ,NaN
60,72,132Nd,EC = 100.00,NaN
60,71,131Nd,EC = 100.00,NaN
60,71,131Nd,EP AP 0.00,NaN
60,70,130Nd,EC = 100.00,NaN
60,79,139Nd,EC = 100.00,NaN
60,79,139Nd,EC = 88.20,NaN
60,79,139Nd,IT = 11.80,NaN
60,78,138Nd,EC = 100.00,NaN
60,77,137Nd,EC = 100.00,NaN
60,77,137Nd,IT = 100.00,NaN
60,76,136Nd,EC = 100.00,NaN
60,75,135Nd,EC = 100.00,NaN
60,75,135Nd,EC AP 99.97,NaN
60,75,135Nd,IT LT 0.03,NaN
60,85,145Nd,NaN,8.293%
60,84,144Nd,A = 100.00,23.798%
60,83,143Nd,NaN,12.174%
60,82,142Nd,NaN,27.152%
60,81,141Nd,EC = 100.00,NaN
60,81,141Nd,IT = 100.00,NaN
60,81,141Nd,EC LT 0.05,NaN
60,80,140Nd,EC = 100.00,NaN
60,80,140Nd,IT = 100.00,NaN
60,89,149Nd,B- = 100.00,NaN
60,88,148Nd,NaN,5.756%
60,87,147Nd,B- = 100.00,NaN
60,86,146Nd,NaN,17.189%
60,96,156Nd,B- = 100.00,NaN
60,95,155Nd,B- = 100.00,NaN
60,94,154Nd,B- = 100.00,NaN
60,93,153Nd,B- = 100.00,NaN
60,92,152Nd,B- = 100.00,NaN
60,91,151Nd,B- = 100.00,NaN
60,90,150Nd,2B- ? ,5.638%
60,99,159Nd,B- = 100.00,NaN
60,99,159Nd,BN ? ,NaN
60,98,158Nd,B- = 100.00,NaN
60,97,157Nd,B- = 100.00,NaN
60,69,129Nd,EC = 100.00,NaN
60,69,129Nd,EP AP 0.00,NaN
60,69,129Nd,EC ? ,NaN
60,69,129Nd,EC ? ,NaN
60,69,129Nd,EP ? ,NaN
60,68,128Nd,EC = 100.00,NaN
60,68,128Nd,EP ? ,NaN
60,67,127Nd,EC = 100.00,NaN
60,67,127Nd,EP  ,NaN
60,66,126Nd,EC  ,NaN
60,66,126Nd,EP  ,NaN
60,65,125Nd,EC = 100.00,NaN
60,65,125Nd,EP AP 0.00,NaN
60,64,124Nd,EC ? ,NaN
61,69,130Pm,EC = 100.00,NaN
61,69,130Pm,EP  ,NaN
61,68,129Pm,EC AP 100.00,NaN
61,68,129Pm,EP ? ,NaN
61,68,129Pm,P ? ,NaN
61,67,128Pm,EC = 100.00,NaN
61,67,128Pm,A ? ,NaN
61,67,128Pm,EP ? ,NaN
61,66,127Pm,P ? ,NaN
61,66,127Pm,EC ? ,NaN
61,65,126Pm,EC ? ,NaN
61,75,136Pm,EC = 100.00,NaN
61,75,136Pm,EC = 100.00,NaN
61,74,135Pm,EC = 100.00,NaN
61,74,135Pm,EC = 100.00,NaN
61,73,134Pm,EC = 100.00,NaN
61,73,134Pm,EC = 100.00,NaN
61,72,133Pm,EC = 100.00,NaN
61,72,133Pm,IT  ,NaN
61,72,133Pm,EC  ,NaN
61,71,132Pm,EC = 100.00,NaN
61,71,132Pm,EP AP 5.0E-5,NaN
61,70,131Pm,EC = 100.00,NaN
61,79,140Pm,EC = 100.00,NaN
61,79,140Pm,EC = 100.00,NaN
61,78,139Pm,EC = 100.00,NaN
61,78,139Pm,IT = 99.94,NaN
61,78,139Pm,EC = 0.06,NaN
61,77,138Pm,EC = 100.00,NaN
61,77,138Pm,EC  ,NaN
61,76,137Pm,EC = 100.00,NaN
61,86,147Pm,B- = 100.00,NaN
61,85,146Pm,EC = 65.70,NaN
61,85,146Pm,B- = 34.30,NaN
61,84,145Pm,EC = 100.00,NaN
61,84,145Pm,A 2 .8E-7,NaN
61,83,144Pm,EC = 100.00,NaN
61,82,143Pm,EC = 100.00,NaN
61,81,142Pm,EC = 100.00,NaN
61,81,142Pm,IT = 100.00,NaN
61,80,141Pm,EC = 100.00,NaN
61,89,150Pm,B- = 100.00,NaN
61,88,149Pm,B- = 100.00,NaN
61,87,148Pm,B- = 100.00,NaN
61,87,148Pm,B- = 95.80,NaN
61,87,148Pm,IT = 4.20,NaN
61,97,158Pm,B- = 100.00,NaN
61,96,157Pm,B- = 100.00,NaN
61,95,156Pm,B- = 100.00,NaN
61,94,155Pm,B- = 100.00,NaN
61,93,154Pm,B- = 100.00,NaN
61,93,154Pm,B- = 100.00,NaN
61,92,153Pm,B- = 100.00,NaN
61,91,152Pm,B- = 100.00,NaN
61,91,152Pm,B- = 100.00,NaN
61,91,152Pm,IT AP 0.00,NaN
61,91,152Pm,B- LT 100.00,NaN
61,90,151Pm,B- = 100.00,NaN
61,99,160Pm,B- = 100.00,NaN
61,99,160Pm,BN ? ,NaN
61,98,159Pm,B- = 100.00,NaN
61,104,165Pm,NaN,NaN
61,100,161Pm,B- = 100.00,NaN
61,100,161Pm,BN ? ,NaN
61,101,162Pm,B- = 100.00,NaN
61,101,162Pm,BN ? ,NaN
61,102,163Pm,B- = 100.00,NaN
61,102,163Pm,BN ? ,NaN
61,103,164Pm,NaN,NaN
62,66,128Sm,EC ? ,NaN
62,66,128Sm,P ? ,NaN
62,67,129Sm,EC = 100.00,NaN
62,67,129Sm,EP AP 0.00,NaN
62,68,130Sm,EC  ,NaN
62,69,131Sm,EC = 100.00,NaN
62,69,131Sm,EP AP 0.00,NaN
62,77,139Sm,EC = 100.00,NaN
62,77,139Sm,IT = 93.70,NaN
62,77,139Sm,EC = 6.30,NaN
62,78,140Sm,EC = 100.00,NaN
62,79,141Sm,EC = 100.00,NaN
62,79,141Sm,EC = 99.69,NaN
62,79,141Sm,IT = 0.31,NaN
62,70,132Sm,EC = 100.00,NaN
62,70,132Sm,EP  ,NaN
62,71,133Sm,EC = 100.00,NaN
62,71,133Sm,EP AP 0.00,NaN
62,71,133Sm,EC  ,NaN
62,71,133Sm,IT  ,NaN
62,71,133Sm,EP  ,NaN
62,72,134Sm,EC = 100.00,NaN
62,73,135Sm,EC = 100.00,NaN
62,73,135Sm,EP = 0.02,NaN
62,74,136Sm,EC = 100.00,NaN
62,75,137Sm,EC = 100.00,NaN
62,76,138Sm,EC = 100.00,NaN
62,88,150Sm,NaN,7.38%
62,89,151Sm,B- = 100.00,NaN
62,80,142Sm,EC = 100.00,NaN
62,81,143Sm,EC = 100.00,NaN
62,81,143Sm,IT = 99.76,NaN
62,81,143Sm,EC = 0.24,NaN
62,81,143Sm,IT = 100.00,NaN
62,82,144Sm,NaN,3.07%
62,83,145Sm,EC = 100.00,NaN
62,84,146Sm,A = 100.00,NaN
62,85,147Sm,A = 100.00,14.99%
62,86,148Sm,A = 100.00,11.24%
62,87,149Sm,NaN,13.82%
62,102,164Sm,B- = 100.00,NaN
62,102,164Sm,IT = 100.00,NaN
62,101,163Sm,B- = 100.00,NaN
62,100,162Sm,B- = 100.00,NaN
62,106,168Sm,NaN,NaN
62,105,167Sm,NaN,NaN
62,104,166Sm,NaN,NaN
62,103,165Sm,B- = 100.00,NaN
62,103,165Sm,BN ? ,NaN
62,99,161Sm,B- = 100.00,NaN
62,90,152Sm,NaN,26.75%
62,91,153Sm,B- = 100.00,NaN
62,91,153Sm,IT = 100.00,NaN
62,92,154Sm,NaN,22.75%
62,93,155Sm,B- = 100.00,NaN
62,94,156Sm,B- = 100.00,NaN
62,95,157Sm,B- = 100.00,NaN
62,96,158Sm,B- = 100.00,NaN
62,97,159Sm,B- = 100.00,NaN
62,98,160Sm,B- = 100.00,NaN
63,107,170Eu,NaN,NaN
63,106,169Eu,NaN,NaN
63,101,164Eu,B- = 100.00,NaN
63,100,163Eu,B- = 100.00,NaN
63,103,166Eu,B- = 100.00,NaN
63,103,166Eu,BN ? ,NaN
63,102,165Eu,B- = 100.00,NaN
63,105,168Eu,B- = 100.00,NaN
63,105,168Eu,BN ? ,NaN
63,104,167Eu,B- = 100.00,NaN
63,104,167Eu,BN ? ,NaN
63,67,130Eu,P = 100.00,NaN
63,68,131Eu,P = 89.00,NaN
63,68,131Eu,EC = 11.00,NaN
63,69,132Eu,P  ,NaN
63,69,132Eu,EC  ,NaN
63,78,141Eu,EC = 100.00,NaN
63,78,141Eu,IT = 87.00,NaN
63,78,141Eu,EC = 13.00,NaN
63,79,142Eu,EC = 100.00,NaN
63,79,142Eu,EC = 100.00,NaN
63,70,133Eu,EC ? ,NaN
63,71,134Eu,EC = 100.00,NaN
63,71,134Eu,EP AP 0.00,NaN
63,72,135Eu,EC = 100.00,NaN
63,72,135Eu,EP  ,NaN
63,73,136Eu,EC = 100.00,NaN
63,73,136Eu,EP = 0.09,NaN
63,73,136Eu,EC = 100.00,NaN
63,73,136Eu,EP = 0.09,NaN
63,74,137Eu,EC = 100.00,NaN
63,75,138Eu,EC = 100.00,NaN
63,76,139Eu,EC = 100.00,NaN
63,77,140Eu,EC = 100.00,NaN
63,77,140Eu,IT = 100.00,NaN
63,77,140Eu,EC LT 1.00,NaN
63,89,152Eu,EC = 72.10,NaN
63,89,152Eu,B- = 27.90,NaN
63,89,152Eu,B- = 73.00,NaN
63,89,152Eu,EC = 27.00,NaN
63,89,152Eu,IT = 100.00,NaN
63,80,143Eu,EC = 100.00,NaN
63,81,144Eu,EC = 100.00,NaN
63,82,145Eu,EC = 100.00,NaN
63,83,146Eu,EC = 100.00,NaN
63,84,147Eu,EC = 100.00,NaN
63,84,147Eu,A = 2.2E-3,NaN
63,85,148Eu,EC = 100.00,NaN
63,85,148Eu,A = 9.4E-7,NaN
63,85,148Eu,IT = 100.00,NaN
63,86,149Eu,EC = 100.00,NaN
63,87,150Eu,EC = 100.00,NaN
63,87,150Eu,B- = 89.00,NaN
63,87,150Eu,EC = 11.00,NaN
63,87,150Eu,IT LE 5.0E-8,NaN
63,88,151Eu,A  ,47.81%
63,90,153Eu,NaN,52.19%
63,91,154Eu,B- = 99.98,NaN
63,91,154Eu,EC = 0.02,NaN
63,91,154Eu,IT = 100.00,NaN
63,92,155Eu,B- = 100.00,NaN
63,93,156Eu,B- = 100.00,NaN
63,94,157Eu,B- = 100.00,NaN
63,95,158Eu,B- = 100.00,NaN
63,96,159Eu,B- = 100.00,NaN
63,97,160Eu,B- = 100.00,NaN
63,98,161Eu,B- = 100.00,NaN
63,99,162Eu,B- = 100.00,NaN
64,69,133Gd,NaN,NaN
64,79,143Gd,EC = 100.00,NaN
64,79,143Gd,EC = 100.00,NaN
64,70,134Gd,EC ? ,NaN
64,72,136Gd,EC = 100.00,NaN
64,71,135Gd,EC = 100.00,NaN
64,71,135Gd,EP = 18.00,NaN
64,74,138Gd,EC = 100.00,NaN
64,73,137Gd,EC = 100.00,NaN
64,73,137Gd,EP  ,NaN
64,76,140Gd,EC = 100.00,NaN
64,75,139Gd,EP AP 0.00,NaN
64,75,139Gd,EC AP 0.00,NaN
64,75,139Gd,EP AP 0.00,NaN
64,75,139Gd,EC AP 0.00,NaN
64,78,142Gd,EC = 100.00,NaN
64,77,141Gd,EC = 100.00,NaN
64,77,141Gd,EP = 0.03,NaN
64,77,141Gd,EC = 89.00,NaN
64,77,141Gd,IT = 11.00,NaN
64,81,145Gd,EC = 100.00,NaN
64,81,145Gd,IT = 94.30,NaN
64,81,145Gd,EC = 5.70,NaN
64,80,144Gd,EC = 100.00,NaN
64,83,147Gd,EC = 100.00,NaN
64,82,146Gd,EC = 100.00,NaN
64,85,149Gd,EC = 100.00,NaN
64,85,149Gd,A = 4.3E-4,NaN
64,84,148Gd,A = 100.00,NaN
64,87,151Gd,EC = 100.00,NaN
64,87,151Gd,A AP 8.0E-7,NaN
64,86,150Gd,A = 100.00,NaN
64,89,153Gd,EC = 100.00,NaN
64,88,152Gd,A = 100.00,0.20%
64,90,154Gd,NaN,2.18%
64,92,156Gd,NaN,20.47%
64,91,155Gd,NaN,14.80%
64,91,155Gd,IT = 100.00,14.80%
64,94,158Gd,NaN,24.84%
64,93,157Gd,NaN,15.65%
64,96,160Gd,2B-  ,21.86%
64,95,159Gd,B- = 100.00,NaN
64,98,162Gd,B- = 100.00,NaN
64,97,161Gd,B- = 100.00,NaN
64,99,163Gd,B- = 100.00,NaN
64,104,168Gd,B- = 100.00,NaN
64,103,167Gd,B- = 100.00,NaN
64,102,166Gd,B- = 100.00,NaN
64,102,166Gd,IT = 100.00,NaN
64,101,165Gd,B- = 100.00,NaN
64,100,164Gd,B- = 100.00,NaN
64,108,172Gd,NaN,NaN
64,107,171Gd,NaN,NaN
64,106,170Gd,B- = 100.00,NaN
64,105,169Gd,B- = 100.00,NaN
65,101,166Tb,B- = 100.00,NaN
65,100,165Tb,B- = 100.00,NaN
65,103,168Tb,B- = 100.00,NaN
65,102,167Tb,B- = 100.00,NaN
65,109,174Tb,NaN,NaN
65,108,173Tb,NaN,NaN
65,105,170Tb,B- = 100.00,NaN
65,104,169Tb,B- = 100.00,NaN
65,107,172Tb,B- = 100.00,NaN
65,107,172Tb,BN ? ,NaN
65,106,171Tb,B- = 100.00,NaN
65,106,171Tb,BN ? ,NaN
65,80,145Tb,EC ? ,NaN
65,80,145Tb,EC = 100.00,NaN
65,82,147Tb,EC = 100.00,NaN
65,82,147Tb,EC = 100.00,NaN
65,81,146Tb,EC = 100.00,NaN
65,81,146Tb,EC = 100.00,NaN
65,81,146Tb,IT = 100.00,NaN
65,84,149Tb,EC = 83.30,NaN
65,84,149Tb,A = 16.70,NaN
65,84,149Tb,EC = 99.98,NaN
65,84,149Tb,A = 0.02,NaN
65,83,148Tb,EC = 100.00,NaN
65,83,148Tb,EC = 100.00,NaN
65,86,151Tb,EC = 99.99,NaN
65,86,151Tb,A = 9.5E-3,NaN
65,86,151Tb,IT = 93.40,NaN
65,86,151Tb,EC = 6.60,NaN
65,85,150Tb,EC = 100.00,NaN
65,85,150Tb,A LT 0.05,NaN
65,85,150Tb,EC  ,NaN
65,88,153Tb,EC = 100.00,NaN
65,87,152Tb,EC = 100.00,NaN
65,87,152Tb,A LT 7.0E-7,NaN
65,87,152Tb,IT = 78.80,NaN
65,87,152Tb,EC = 21.20,NaN
65,89,154Tb,EC = 100.00,NaN
65,89,154Tb,B- LT 0.10,NaN
65,89,154Tb,EC = 98.20,NaN
65,89,154Tb,IT = 1.80,NaN
65,89,154Tb,EC = 78.20,NaN
65,89,154Tb,IT = 21.80,NaN
65,89,154Tb,B- LT 0.10,NaN
65,91,156Tb,EC = 100.00,NaN
65,91,156Tb,IT = 100.00,NaN
65,91,156Tb,IT LT 100.00,NaN
65,91,156Tb,EC AP 0.00,NaN
65,90,155Tb,EC = 100.00,NaN
65,93,158Tb,EC = 83.40,NaN
65,93,158Tb,B- = 16.60,NaN
65,93,158Tb,IT = 100.00,NaN
65,93,158Tb,B- LT 0.60,NaN
65,93,158Tb,EC LT 0.01,NaN
65,93,158Tb,IT = 100.00,NaN
65,92,157Tb,EC = 100.00,NaN
65,95,160Tb,B- = 100.00,NaN
65,94,159Tb,NaN,100%
65,97,162Tb,B- = 100.00,NaN
65,96,161Tb,B- = 100.00,NaN
65,99,164Tb,B- = 100.00,NaN
65,98,163Tb,B- = 100.00,NaN
65,71,136Tb,EC ? ,NaN
65,70,135Tb,P = 100.00,NaN
65,73,138Tb,EC = 100.00,NaN
65,73,138Tb,P  ,NaN
65,72,137Tb,EC ? ,NaN
65,72,137Tb,P ? ,NaN
65,75,140Tb,EC = 100.00,NaN
65,75,140Tb,EP = 0.26,NaN
65,74,139Tb,EC  ,NaN
65,74,139Tb,EP ? ,NaN
65,77,142Tb,EC = 100.00,NaN
65,77,142Tb,EP = 2.2E-3,NaN
65,77,142Tb,IT = 100.00,NaN
65,76,141Tb,EC = 100.00,NaN
65,76,141Tb,EC = 100.00,NaN
65,79,144Tb,EC = 100.00,NaN
65,79,144Tb,IT = 66.00,NaN
65,79,144Tb,EC = 34.00,NaN
65,78,143Tb,EC = 100.00,NaN
65,78,143Tb,EC  ,NaN
66,72,138Dy,EC ? ,NaN
66,75,141Dy,EC = 100.00,NaN
66,75,141Dy,EP ? ,NaN
66,76,142Dy,EC = 100.00,NaN
66,76,142Dy,EP = 0.06,NaN
66,73,139Dy,EC  ,NaN
66,73,139Dy,EP  ,NaN
66,74,140Dy,EC  ,NaN
66,79,145Dy,EC = 100.00,NaN
66,79,145Dy,EP AP 50.00,NaN
66,79,145Dy,EC = 100.00,NaN
66,79,145Dy,EP AP 50.00,NaN
66,77,143Dy,EC = 100.00,NaN
66,77,143Dy,EP  ,NaN
66,77,143Dy,EC = 100.00,NaN
66,77,143Dy,EP  ,NaN
66,78,144Dy,EC = 100.00,NaN
66,78,144Dy,EP  ,NaN
66,82,148Dy,EC = 100.00,NaN
66,83,149Dy,EC = 100.00,NaN
66,83,149Dy,IT = 99.30,NaN
66,83,149Dy,EC = 0.70,NaN
66,80,146Dy,EC = 100.00,NaN
66,80,146Dy,IT = 100.00,NaN
66,81,147Dy,EC = 100.00,NaN
66,81,147Dy,EP = 0.05,NaN
66,81,147Dy,EC = 68.90,NaN
66,81,147Dy,IT = 31.10,NaN
66,86,152Dy,EC = 99.90,NaN
66,86,152Dy,A = 0.10,NaN
66,87,153Dy,EC = 99.99,NaN
66,87,153Dy,A = 9.4E-3,NaN
66,84,150Dy,EC = 64.00,NaN
66,84,150Dy,A = 36.00,NaN
66,85,151Dy,EC = 94.40,NaN
66,85,151Dy,A = 5.60,NaN
66,88,154Dy,A = 100.00,NaN
66,89,155Dy,EC = 100.00,NaN
66,90,156Dy,NaN,0.056%
66,93,159Dy,EC = 100.00,NaN
66,94,160Dy,NaN,2.329%
66,91,157Dy,EC = 100.00,NaN
66,91,157Dy,IT = 100.00,NaN
66,92,158Dy,NaN,0.095%
66,97,163Dy,NaN,24.896%
66,98,164Dy,NaN,28.260%
66,95,161Dy,NaN,18.889%
66,96,162Dy,NaN,25.475%
66,99,165Dy,B- = 100.00,NaN
66,99,165Dy,IT = 97.76,NaN
66,99,165Dy,B- = 2.24,NaN
66,110,176Dy,NaN,NaN
66,102,168Dy,B- = 100.00,NaN
66,101,167Dy,B- = 100.00,NaN
66,100,166Dy,B- = 100.00,NaN
66,106,172Dy,B- = 100.00,NaN
66,105,171Dy,B- = 100.00,NaN
66,104,170Dy,B- = 100.00,NaN
66,104,170Dy,B- = 100.00,NaN
66,103,169Dy,B- = 100.00,NaN
66,109,175Dy,NaN,NaN
66,108,174Dy,NaN,NaN
66,107,173Dy,B- = 100.00,NaN
67,73,140Ho,P = 100.00,NaN
67,76,143Ho,EC ? ,NaN
67,76,143Ho,EP ? ,NaN
67,77,144Ho,EC = 100.00,NaN
67,77,144Ho,EP  ,NaN
67,74,141Ho,P = 100.00,NaN
67,75,142Ho,EC = 100.00,NaN
67,75,142Ho,EP AP 0.00,NaN
67,78,145Ho,EC = 100.00,NaN
67,79,146Ho,EC = 100.00,NaN
67,80,147Ho,EC = 100.00,NaN
67,83,150Ho,EC = 100.00,NaN
67,83,150Ho,EC = 100.00,NaN
67,83,150Ho,IT = 100.00,NaN
67,84,151Ho,EC = 78.00,NaN
67,84,151Ho,A = 22.00,NaN
67,84,151Ho,A = 80.00,NaN
67,84,151Ho,EC = 20.00,NaN
67,81,148Ho,EC = 100.00,NaN
67,81,148Ho,EC = 100.00,NaN
67,81,148Ho,EP = 0.08,NaN
67,81,148Ho,IT = 100.00,NaN
67,82,149Ho,EC = 100.00,NaN
67,82,149Ho,EC = 100.00,NaN
67,87,154Ho,EC = 99.98,NaN
67,87,154Ho,A = 0.02,NaN
67,87,154Ho,EC = 100.00,NaN
67,87,154Ho,A LT 1.0E-3,NaN
67,88,155Ho,EC = 100.00,NaN
67,88,155Ho,IT = 100.00,NaN
67,85,152Ho,EC = 88.00,NaN
67,85,152Ho,A = 12.00,NaN
67,85,152Ho,EC = 89.20,NaN
67,85,152Ho,A = 10.80,NaN
67,86,153Ho,EC = 99.95,NaN
67,86,153Ho,A = 0.05,NaN
67,86,153Ho,EC = 99.82,NaN
67,86,153Ho,A = 0.18,NaN
67,89,156Ho,EC = 100.00,NaN
67,89,156Ho,IT = 100.00,NaN
67,89,156Ho,EC = 75.00,NaN
67,89,156Ho,IT = 25.00,NaN
67,90,157Ho,EC = 100.00,NaN
67,91,158Ho,EC = 100.00,NaN
67,91,158Ho,IT = > 81.00,NaN
67,91,158Ho,EC = < 19.00,NaN
67,91,158Ho,EC AP 93.00,NaN
67,91,158Ho,IT LE 7.00,NaN
67,94,161Ho,EC = 100.00,NaN
67,94,161Ho,IT = 100.00,NaN
67,95,162Ho,EC = 100.00,NaN
67,95,162Ho,IT = 62.00,NaN
67,95,162Ho,EC = 38.00,NaN
67,92,159Ho,EC = 100.00,NaN
67,92,159Ho,IT = 100.00,NaN
67,93,160Ho,EC = 100.00,NaN
67,93,160Ho,IT = 73.00,NaN
67,93,160Ho,EC = 27.00,NaN
67,93,160Ho,IT = 100.00,NaN
67,98,165Ho,NaN,100%
67,99,166Ho,B- = 100.00,NaN
67,99,166Ho,B- = 100.00,NaN
67,96,163Ho,EC = 100.00,NaN
67,96,163Ho,IT = 100.00,NaN
67,97,164Ho,EC = 60.00,NaN
67,97,164Ho,B- = 40.00,NaN
67,97,164Ho,IT = 100.00,NaN
67,101,168Ho,B- = 100.00,NaN
67,101,168Ho,IT AP 99.50,NaN
67,101,168Ho,B- LE 0.50,NaN
67,100,167Ho,B- = 100.00,NaN
67,103,170Ho,B- = 100.00,NaN
67,103,170Ho,B- = 100.00,NaN
67,102,169Ho,B- = 100.00,NaN
67,105,172Ho,B- = 100.00,NaN
67,104,171Ho,B- = 100.00,NaN
67,107,174Ho,B- = 100.00,NaN
67,106,173Ho,B- = 100.00,NaN
67,109,176Ho,B- = 100.00,NaN
67,108,175Ho,B- = 100.00,NaN
67,110,177Ho,NaN,NaN
67,111,178Ho,NaN,NaN
68,108,176Er,B- = 100.00,NaN
68,107,175Er,B- = 100.00,NaN
68,106,174Er,B- = 100.00,NaN
68,105,173Er,B- = 100.00,NaN
68,104,172Er,B- = 100.00,NaN
68,103,171Er,B- = 100.00,NaN
68,102,170Er,NaN,14.910%
68,101,169Er,B- = 100.00,NaN
68,100,168Er,NaN,26.978%
68,109,177Er,B- = 100.00,NaN
68,112,180Er,NaN,NaN
68,111,179Er,NaN,NaN
68,110,178Er,B- = 100.00,NaN
68,74,142Er,NaN,NaN
68,78,146Er,EC = 100.00,NaN
68,78,146Er,EP ? ,NaN
68,77,145Er,EC ? ,NaN
68,77,145Er,EC = 100.00,NaN
68,77,145Er,EP  ,NaN
68,76,144Er,EC = 100.00,NaN
68,75,143Er,EC ? ,NaN
68,79,147Er,EC = 100.00,NaN
68,79,147Er,EP AP 0.00,NaN
68,79,147Er,EC = 100.00,NaN
68,79,147Er,EP AP 0.00,NaN
68,81,149Er,EC = 100.00,NaN
68,81,149Er,EP = 7.00,NaN
68,81,149Er,EC = 96.50,NaN
68,81,149Er,IT = 3.50,NaN
68,81,149Er,EP = 0.18,NaN
68,80,148Er,EC = 100.00,NaN
68,85,153Er,A = 53.00,NaN
68,85,153Er,EC = 47.00,NaN
68,84,152Er,A = 90.00,NaN
68,84,152Er,EC = 10.00,NaN
68,83,151Er,EC = 100.00,NaN
68,83,151Er,IT = 95.30,NaN
68,83,151Er,EC = 4.70,NaN
68,82,150Er,EC = 100.00,NaN
68,89,157Er,EC LE 100.00,NaN
68,89,157Er,IT = 100.00,NaN
68,88,156Er,EC AP 100.00,NaN
68,88,156Er,A = 1.7E-5,NaN
68,87,155Er,EC = 99.98,NaN
68,87,155Er,A = 0.02,NaN
68,86,154Er,EC = 99.53,NaN
68,86,154Er,A = 0.47,NaN
68,92,160Er,EC = 100.00,NaN
68,91,159Er,EC = 100.00,NaN
68,90,158Er,EC = 100.00,NaN
68,96,164Er,NaN,1.601%
68,95,163Er,EC = 100.00,NaN
68,94,162Er,NaN,0.139%
68,93,161Er,EC = 100.00,NaN
68,99,167Er,NaN,22.869%
68,99,167Er,IT = 100.00,22.869%
68,98,166Er,NaN,33.503%
68,97,165Er,EC = 100.00,NaN
69,75,144Tm,P> = 0.00,NaN
69,79,148Tm,EC = 100.00,NaN
69,78,147Tm,EC = 85.00,NaN
69,78,147Tm,P = 15.00,NaN
69,78,147Tm,P = 100.00,NaN
69,77,146Tm,P ? ,NaN
69,77,146Tm,EC ? ,NaN
69,77,146Tm,P ? ,NaN
69,77,146Tm,EC ? ,NaN
69,76,145Tm,P = 100.00,NaN
69,82,151Tm,EC = 100.00,NaN
69,82,151Tm,EC = 100.00,NaN
69,81,150Tm,EC = 100.00,NaN
69,81,150Tm,IT = 100.00,NaN
69,80,149Tm,EC = 100.00,NaN
69,80,149Tm,EP = 0.20,NaN
69,86,155Tm,EC = 99.11,NaN
69,86,155Tm,A = 0.89,NaN
69,86,155Tm,EC AP 98.00,NaN
69,86,155Tm,A LT 2.00,NaN
69,85,154Tm,A = 54.00,NaN
69,85,154Tm,EC = 46.00,NaN
69,85,154Tm,A = 58.00,NaN
69,85,154Tm,EC = 42.00,NaN
69,85,154Tm,IT  ,NaN
69,84,153Tm,A = 91.00,NaN
69,84,153Tm,EC = 9.00,NaN
69,84,153Tm,A = 92.00,NaN
69,84,153Tm,EC = 8.00,NaN
69,83,152Tm,EC = 100.00,NaN
69,83,152Tm,EC = 100.00,NaN
69,89,158Tm,EC = 100.00,NaN
69,89,158Tm,EC ? ,NaN
69,88,157Tm,EC = 100.00,NaN
69,87,156Tm,EC = 99.94,NaN
69,87,156Tm,A = 0.06,NaN
69,93,162Tm,EC = 100.00,NaN
69,93,162Tm,IT = 81.00,NaN
69,93,162Tm,EC = 19.00,NaN
69,92,161Tm,EC = 100.00,NaN
69,91,160Tm,EC = 100.00,NaN
69,91,160Tm,IT = 85.00,NaN
69,91,160Tm,EC = 15.00,NaN
69,90,159Tm,EC = 100.00,NaN
69,97,166Tm,EC = 100.00,NaN
69,97,166Tm,IT = 100.00,NaN
69,96,165Tm,EC = 100.00,NaN
69,95,164Tm,EC = 100.00,NaN
69,95,164Tm,IT AP 80.00,NaN
69,95,164Tm,EC AP 20.00,NaN
69,94,163Tm,EC = 100.00,NaN
69,99,168Tm,EC = 99.99,NaN
69,99,168Tm,B- = 0.01,NaN
69,98,167Tm,EC = 100.00,NaN
69,109,178Tm,B- = 100.00,NaN
69,108,177Tm,B- = 100.00,NaN
69,105,174Tm,B- = 100.00,NaN
69,105,174Tm,IT = 99.00,NaN
69,105,174Tm,B- LT 1.00,NaN
69,104,173Tm,B- = 100.00,NaN
69,107,176Tm,B- = 100.00,NaN
69,106,175Tm,B- = 100.00,NaN
69,101,170Tm,B- = 99.87,NaN
69,101,170Tm,EC = 0.13,NaN
69,100,169Tm,NaN,100%
69,103,172Tm,B- = 100.00,NaN
69,102,171Tm,B- = 100.00,NaN
69,112,181Tm,B- = 100.00,NaN
69,111,180Tm,B- = 100.00,NaN
69,113,182Tm,NaN,NaN
69,110,179Tm,B- = 100.00,NaN
70,79,149Yb,EC = 100.00,NaN
70,79,149Yb,EP AP 100.00,NaN
70,78,148Yb,EC ? ,NaN
70,89,159Yb,EC = 100.00,NaN
