z,n,name,decayModes,abundance
47,78,125Ag,IT = 100.00,NaN
47,78,125Ag,IT = 100.00,NaN
47,79,126Ag,B- = 100.00,NaN
47,79,126Ag,BN ? ,NaN
47,79,126Ag,IT = 100.00,NaN
47,76,123Ag,B- = 100.00,NaN
47,76,123Ag,BN = 0.55,NaN
47,77,124Ag,B- = 100.00,NaN
47,77,124Ag,BN = 1.30,NaN
47,77,124Ag,B- = 100.00,NaN
47,77,124Ag,BN ? ,NaN
47,77,124Ag,IT = 100.00,NaN
47,77,124Ag,IT = 100.00,NaN
47,63,110Ag,B- = 99.70,NaN
47,63,110Ag,EC = 0.30,NaN
47,63,110Ag,B- = 98.64,NaN
47,63,110Ag,IT = 1.36,NaN
47,64,111Ag,B- = 100.00,NaN
47,64,111Ag,IT = 99.30,NaN
47,64,111Ag,B- = 0.70,NaN
47,61,108Ag,B- = 97.15,NaN
47,61,108Ag,EC = 2.85,NaN
47,61,108Ag,EC = 91.30,NaN
47,61,108Ag,IT = 8.70,NaN
47,62,109Ag,NaN,48.161%
47,62,109Ag,IT = 100.00,48.161%
47,60,107Ag,NaN,51.839%
47,60,107Ag,IT = 100.00,51.839%
47,69,116Ag,B- = 100.00,NaN
47,69,116Ag,B- = 93.00,NaN
47,69,116Ag,IT = 7.00,NaN
47,69,116Ag,B- = 92.00,NaN
47,69,116Ag,IT = 8.00,NaN
47,67,114Ag,B- = 100.00,NaN
47,68,115Ag,B- = 100.00,NaN
47,68,115Ag,B- = 79.00,NaN
47,68,115Ag,IT = 21.00,NaN
47,65,112Ag,B- = 100.00,NaN
47,66,113Ag,B- = 100.00,NaN
47,66,113Ag,IT = 64.00,NaN
47,66,113Ag,B- = 36.00,NaN
47,52,99Ag,EC = 100.00,NaN
47,52,99Ag,IT = 100.00,NaN
47,53,100Ag,EC = 100.00,NaN
47,53,100Ag,EC  ,NaN
47,53,100Ag,IT  ,NaN
47,50,97Ag,EC = 100.00,NaN
47,51,98Ag,EC = 100.00,NaN
47,51,98Ag,EP = 1.1E-3,NaN
47,58,105Ag,EC = 100.00,NaN
47,58,105Ag,IT = 99.66,NaN
47,58,105Ag,EC = 0.34,NaN
47,59,106Ag,EC = 99.50,NaN
47,59,106Ag,B- LT 1.00,NaN
47,59,106Ag,EC = 100.00,NaN
47,56,103Ag,EC = 100.00,NaN
47,56,103Ag,IT = 100.00,NaN
47,57,104Ag,EC = 100.00,NaN
47,57,104Ag,EC = 99.93,NaN
47,57,104Ag,IT LT 0.07,NaN
47,54,101Ag,EC = 100.00,NaN
47,54,101Ag,IT = 100.00,NaN
47,55,102Ag,EC = 100.00,NaN
47,55,102Ag,EC = 51.00,NaN
47,55,102Ag,IT = 49.00,NaN
47,49,96Ag,EC = 100.00,NaN
47,49,96Ag,EP = 8.50,NaN
47,49,96Ag,EC = 100.00,NaN
47,49,96Ag,EP = 18.00,NaN
47,47,94Ag,EC = 100.00,NaN
47,47,94Ag,EP  ,NaN
47,47,94Ag,EC = 100.00,NaN
47,47,94Ag,EP = 20.00,NaN
47,47,94Ag,EC = 95.40,NaN
47,47,94Ag,EP = 27.00,NaN
47,47,94Ag,P = 4.10,NaN
47,47,94Ag,2P = 0.50,NaN
47,48,95Ag,EC = 100.00,NaN
47,48,95Ag,EP  ,NaN
47,48,95Ag,IT = 100.00,NaN
47,45,92Ag,NaN,NaN
47,46,93Ag,P  ,NaN
47,46,93Ag,EC  ,NaN
47,46,93Ag,EP  ,NaN
48,64,112Cd,NaN,24.13%
48,65,113Cd,B- = 100.00,12.22%
48,65,113Cd,B- = 99.86,12.22%
48,65,113Cd,IT = 0.14,12.22%
48,62,110Cd,NaN,12.49%
48,63,111Cd,NaN,12.80%
48,63,111Cd,IT = 100.00,12.80%
48,60,108Cd,2EC  ,0.89%
48,61,109Cd,EC = 100.00,NaN
48,68,116Cd,2B-  ,7.49%
48,69,117Cd,B- = 100.00,NaN
48,69,117Cd,B- = 100.00,NaN
48,66,114Cd,2B-  ,28.73%
48,67,115Cd,B- = 100.00,NaN
48,67,115Cd,B- = 100.00,NaN
48,53,101Cd,EC = 100.00,NaN
48,54,102Cd,EC = 100.00,NaN
48,51,99Cd,EC = 100.00,NaN
48,51,99Cd,EP = 0.17,NaN
48,51,99Cd,EA LT 1.0E-4,NaN
48,52,100Cd,EC = 100.00,NaN
48,50,98Cd,EC = 100.00,NaN
48,50,98Cd,EP LT 0.03,NaN
48,59,107Cd,EC = 100.00,NaN
48,57,105Cd,EC = 100.00,NaN
48,58,106Cd,2EC  ,1.25%
48,55,103Cd,EC = 100.00,NaN
48,56,104Cd,EC = 100.00,NaN
48,48,96Cd,EC = 100.00,NaN
48,49,97Cd,EC = 100.00,NaN
48,49,97Cd,E = 12.00,NaN
48,49,97Cd,EC = 100.00,NaN
48,49,97Cd,EP = 25.00,NaN
48,46,94Cd,NaN,NaN
48,47,95Cd,EP ? ,NaN
48,47,95Cd,EC ? ,NaN
48,86,134Cd,B- = 100.00,NaN
48,86,134Cd,BN ? ,NaN
48,86,134Cd,B2N ? ,NaN
48,87,135Cd,NaN,NaN
48,84,132Cd,B- = 100.00,NaN
48,84,132Cd,BN = 60.00,NaN
48,85,133Cd,B- = 100.00,NaN
48,85,133Cd,BN  ,NaN
48,85,133Cd,B2N  ,NaN
48,82,130Cd,B- = 100.00,NaN
48,82,130Cd,BN = 3.50,NaN
48,83,131Cd,B- = 100.00,NaN
48,83,131Cd,BN = 3.50,NaN
48,80,128Cd,B- = 100.00,NaN
48,81,129Cd,BN AP 0.00,NaN
48,81,129Cd,B- = 100.0,NaN
48,81,129Cd,B- = 100.00,NaN
48,81,129Cd,BN AP 0.00,NaN
48,81,129Cd,IT = 100.00,NaN
48,75,123Cd,B- = 100.00,NaN
48,75,123Cd,B- LE 100.00,NaN
48,75,123Cd,IT  ,NaN
48,76,124Cd,B- = 100.00,NaN
48,73,121Cd,B- = 100.00,NaN
48,73,121Cd,B- = 100.00,NaN
48,74,122Cd,B- = 100.00,NaN
48,71,119Cd,B- = 100.00,NaN
48,71,119Cd,B- = 100.00,NaN
48,72,120Cd,B- = 100.00,NaN
48,70,118Cd,B- = 100.00,NaN
48,79,127Cd,B- = 100.00,NaN
48,77,125Cd,B- = 100.00,NaN
48,77,125Cd,B- = 100.00,NaN
48,78,126Cd,B- = 100.00,NaN
49,88,137In,B- = 100.00,NaN
49,88,137In,BN ? ,NaN
49,88,137In,B2N ? ,NaN
49,87,136In,B- = 100.00,NaN
49,87,136In,BN ? ,NaN
49,87,136In,B2N ? ,NaN
49,86,135In,B- = 100.00,NaN
49,86,135In,BN  ,NaN
49,85,134In,B- = 100.00,NaN
49,85,134In,BN = 65.00,NaN
49,84,133In,B- = 100.00,NaN
49,84,133In,BN = 85.00,NaN
49,84,133In,B-  ,NaN
49,84,133In,IT  ,NaN
49,84,133In,BN  ,NaN
49,83,132In,B- = 100.00,NaN
49,83,132In,BN = 6.30,NaN
49,82,131In,B- = 100.00,NaN
49,82,131In,BN LE 2.00,NaN
49,82,131In,B- AP 99.98,NaN
49,82,131In,BN LE 2.00,NaN
49,82,131In,IT LE 0.02,NaN
49,82,131In,B- AP 99.00,NaN
49,82,131In,IT LT 1.00,NaN
49,82,131In,BN AP 0.03,NaN
49,81,130In,B- = 100.00,NaN
49,81,130In,BN = 0.93,NaN
49,81,130In,B- = 100.00,NaN
49,81,130In,BN = 1.65,NaN
49,81,130In,B- = 100.00,NaN
49,81,130In,BN = 1.65,NaN
49,80,129In,B- = 100.00,NaN
49,80,129In,BN = 0.23,NaN
49,80,129In,B- AP 99.70,NaN
49,80,129In,BN = 3.60,NaN
49,80,129In,IT LT 0.30,NaN
49,80,129In,B- AP 100.00,NaN
49,80,129In,IT ? ,NaN
49,80,129In,IT = 100.00,NaN
49,80,129In,IT AP 100.00,NaN
49,80,129In,B- ? ,NaN
49,77,126In,B- = 100.00,NaN
49,77,126In,B- = 100.00,NaN
49,76,125In,B- = 100.00,NaN
49,76,125In,B- = 100.00,NaN
49,75,124In,B- = 100.00,NaN
49,75,124In,B- = 100.00,NaN
49,74,123In,B- = 100.00,NaN
49,74,123In,B- = 100.00,NaN
49,73,122In,B- = 100.00,NaN
49,73,122In,B- = 100.00,NaN
49,73,122In,B- = 100.00,NaN
49,72,121In,B- = 100.00,NaN
49,72,121In,B- = 98.80,NaN
49,72,121In,IT = 1.20,NaN
49,71,120In,B- = 100.00,NaN
49,71,120In,B- = 100.00,NaN
49,71,120In,B- = 100.00,NaN
49,70,119In,B- = 100.00,NaN
49,70,119In,B- = 95.60,NaN
49,70,119In,IT = 4.40,NaN
49,79,128In,B- = 100.00,NaN
49,79,128In,BN LT 0.46,NaN
49,79,128In,B- = 100.00,NaN
49,79,128In,BN LT 0.05,NaN
49,78,127In,B- = 100.00,NaN
49,78,127In,BN LE 0.03,NaN
49,78,127In,B- = 100.00,NaN
49,78,127In,BN = 0.69,NaN
49,78,127In,B- = 100.00,NaN
49,66,115In,B- = 100.00,95.71%
49,66,115In,IT = 95.00,95.71%
49,66,115In,B- = 5.00,95.71%
49,65,114In,B- = 99.50,NaN
49,65,114In,EC = 0.50,NaN
49,65,114In,IT = 96.75,NaN
49,65,114In,EC = 3.25,NaN
49,64,113In,NaN,4.29%
49,64,113In,IT = 100.00,4.29%
49,63,112In,EC = 57.40,NaN
49,63,112In,B- = 42.60,NaN
49,63,112In,IT = 100.00,NaN
49,62,111In,EC = 100.00,NaN
49,62,111In,IT = 100.00,NaN
49,61,110In,EC = 100.00,NaN
49,61,110In,EC = 100.00,NaN
49,60,109In,EC = 100.00,NaN
49,60,109In,IT = 100.00,NaN
49,60,109In,IT = 100.00,NaN
49,69,118In,B- = 100.00,NaN
49,69,118In,B- = 100.00,NaN
49,69,118In,IT = 98.60,NaN
49,69,118In,B- = 1.40,NaN
49,68,117In,B- = 100.00,NaN
49,68,117In,B- = 52.90,NaN
49,68,117In,IT = 47.10,NaN
49,67,116In,B- = 99.98,NaN
49,67,116In,EC = 0.02,NaN
49,67,116In,B- = 100.00,NaN
49,67,116In,IT = 100.00,NaN
49,55,104In,EC = 100.00,NaN
49,55,104In,IT = 80.00,NaN
49,55,104In,EC = 20.00,NaN
49,54,103In,EC = 100.00,NaN
49,54,103In,EC = 67.00,NaN
49,54,103In,IT = 33.00,NaN
49,53,102In,EC = 100.00,NaN
49,53,102In,EP = 9.3E-3,NaN
49,52,101In,EC  ,NaN
49,52,101In,EP  ,NaN
49,51,100In,EC = 100.00,NaN
49,51,100In,EP = 1.70,NaN
49,50,99In,EC  ,NaN
49,59,108In,EC = 100.00,NaN
49,59,108In,EC = 100.00,NaN
49,58,107In,EC = 100.00,NaN
49,58,107In,IT = 100.00,NaN
49,57,106In,EC = 100.00,NaN
49,57,106In,EC = 100.00,NaN
49,56,105In,EC = 100.00,NaN
49,56,105In,IT = 100.00,NaN
49,49,98In,EC  ,NaN
49,49,98In,EC  ,NaN
49,48,97In,P ? ,NaN
49,48,97In,EC ? ,NaN
49,47,96In,NaN,NaN
50,49,99Sn,EC ? ,NaN
50,49,99Sn,EP ? ,NaN
50,51,101Sn,EC = 100.00,NaN
50,51,101Sn,EP = 26.00,NaN
50,50,100Sn,EC = 100.00,NaN
50,50,100Sn,EP LT 17.00,NaN
50,53,103Sn,EC = 100.00,NaN
50,53,103Sn,EP = 1.20,NaN
50,52,102Sn,EC = 100.00,NaN
50,55,105Sn,EC = 100.00,NaN
50,55,105Sn,EP = 0.01,NaN
50,54,104Sn,EC = 100.00,NaN
50,57,107Sn,EC = 100.00,NaN
50,56,106Sn,EC = 100.00,NaN
50,59,109Sn,EC = 100.00,NaN
50,58,108Sn,EC = 100.00,NaN
50,60,110Sn,EC = 100.00,NaN
50,62,112Sn,2EC  ,0.97%
50,61,111Sn,EC = 100.00,NaN
50,64,114Sn,NaN,0.66%
50,63,113Sn,EC = 100.00,NaN
50,63,113Sn,IT = 91.10,NaN
50,63,113Sn,EC = 8.90,NaN
50,66,116Sn,NaN,14.54%
50,65,115Sn,NaN,0.34%
50,68,118Sn,NaN,24.22%
50,67,117Sn,NaN,7.68%
50,67,117Sn,IT = 100.00,7.68%
50,69,119Sn,NaN,8.59%
50,69,119Sn,IT = 100.00,8.59%
50,71,121Sn,B- = 100.00,NaN
50,71,121Sn,IT = 77.60,NaN
50,71,121Sn,B- = 22.40,NaN
50,70,120Sn,NaN,32.58%
50,73,123Sn,B- = 100.00,NaN
50,73,123Sn,B- = 100.00,NaN
50,72,122Sn,NaN,4.63%
50,75,125Sn,B- = 100.00,NaN
50,75,125Sn,B- = 100.00,NaN
50,74,124Sn,2B-  ,5.79%
50,77,127Sn,B- = 100.00,NaN
50,77,127Sn,B- = 100.00,NaN
50,76,126Sn,B- = 100.00,NaN
50,79,129Sn,B- = 100.00,NaN
50,79,129Sn,B- = 100.00,NaN
50,79,129Sn,IT LT 2.0E-3,NaN
50,78,128Sn,B- = 100.00,NaN
50,78,128Sn,IT = 100.00,NaN
50,80,130Sn,B- = 100.00,NaN
50,80,130Sn,B- = 100.00,NaN
50,82,132Sn,B- = 100.00,NaN
50,81,131Sn,B- = 100.00,NaN
50,81,131Sn,B- = 100.00,NaN
50,81,131Sn,IT  ,NaN
50,84,134Sn,B- = 100.00,NaN
50,84,134Sn,BN = 17.00,NaN
50,83,133Sn,B- = 100.00,NaN
50,83,133Sn,BN = 0.03,NaN
50,86,136Sn,B- = 100.00,NaN
50,86,136Sn,BN = 28.00,NaN
50,86,136Sn,B2N ? ,NaN
50,86,136Sn,IT = 100.00,NaN
50,85,135Sn,B- = 100.00,NaN
50,85,135Sn,BN = 21.00,NaN
50,88,138Sn,B- = 100.00,NaN
50,88,138Sn,BN AP 36.00,NaN
50,88,138Sn,B2N ? ,NaN
50,88,138Sn,IT  ,NaN
50,87,137Sn,B- = 100.00,NaN
50,87,137Sn,BN = 58.00,NaN
50,89,139Sn,B- = 100.00,NaN
50,89,139Sn,BN ? ,NaN
50,89,139Sn,B2N ? ,NaN
50,90,140Sn,NaN,NaN
51,52,103Sb,EC ? ,NaN
51,51,102Sb,NaN,NaN
51,54,105Sb,EC = 99.00,NaN
51,54,105Sb,P = 1.00,NaN
51,53,104Sb,EC = 100.00,NaN
51,53,104Sb,EP LT 7.00,NaN
51,53,104Sb,P LT 1.00,NaN
51,56,107Sb,EC = 100.00,NaN
51,55,106Sb,EC  ,NaN
51,58,109Sb,EC = 100.00,NaN
51,57,108Sb,EC = 100.00,NaN
51,59,110Sb,EC = 100.00,NaN
51,61,112Sb,EC = 100.00,NaN
51,61,112Sb,IT = 100.00,NaN
51,60,111Sb,EC = 100.00,NaN
51,63,114Sb,EC = 100.00,NaN
51,62,113Sb,EC = 100.00,NaN
51,65,116Sb,EC = 100.00,NaN
51,65,116Sb,EC = 100.00,NaN
51,64,115Sb,EC = 100.00,NaN
51,67,118Sb,EC = 100.00,NaN
51,67,118Sb,EC = 100.00,NaN
51,66,117Sb,EC = 100.00,NaN
51,69,120Sb,EC = 100.00,NaN
51,69,120Sb,EC = 100.00,NaN
51,68,119Sb,EC = 100.00,NaN
51,68,119Sb,IT = 100.00,NaN
51,70,121Sb,NaN,57.21%
51,72,123Sb,NaN,42.79%
51,71,122Sb,B- = 97.59,NaN
51,71,122Sb,EC = 2.41,NaN
51,71,122Sb,IT = 100.00,NaN
51,74,125Sb,B- = 100.00,NaN
51,73,124Sb,B- = 100.00,NaN
51,73,124Sb,IT = 75.00,NaN
51,73,124Sb,B- = 25.00,NaN
51,73,124Sb,IT = 100.00,NaN
51,76,127Sb,B- = 100.00,NaN
51,75,126Sb,B- = 100.00,NaN
51,75,126Sb,B- = 86.00,NaN
51,75,126Sb,IT = 14.00,NaN
51,75,126Sb,IT = 100.00,NaN
51,78,129Sb,B- = 100.00,NaN
51,78,129Sb,B- = 85.00,NaN
51,78,129Sb,IT = 15.00,NaN
51,78,129Sb,IT = 100.00,NaN
51,78,129Sb,IT = 100.00,NaN
51,77,128Sb,B- = 100.00,NaN
51,77,128Sb,B- = 96.40,NaN
51,77,128Sb,IT = 3.60,NaN
51,79,130Sb,B- = 100.00,NaN
51,79,130Sb,B- = 100.00,NaN
51,81,132Sb,B- = 100.00,NaN
51,81,132Sb,B- = 100.00,NaN
51,80,131Sb,B- = 100.00,NaN
51,83,134Sb,B- = 100.00,NaN
51,83,134Sb,B- = 100.00,NaN
51,83,134Sb,BN = 0.09,NaN
51,82,133Sb,B- = 100.00,NaN
51,85,136Sb,B- = 100.00,NaN
51,85,136Sb,BN = 16.30,NaN
51,84,135Sb,B- = 100.00,NaN
51,84,135Sb,BN = 22.00,NaN
51,87,138Sb,B- = 100.00,NaN
51,87,138Sb,BN = 72.00,NaN
51,87,138Sb,B2N ? ,NaN
51,86,137Sb,B- = 100.00,NaN
51,86,137Sb,BN = 49.00,NaN
51,89,140Sb,B- = 100.00,NaN
51,89,140Sb,BN ? ,NaN
51,89,140Sb,B2N ? ,NaN
51,89,140Sb,IT = 100.00,NaN
51,88,139Sb,B- = 100.00,NaN
51,88,139Sb,BN = 90.00,NaN
51,90,141Sb,NaN,NaN
51,91,142Sb,NaN,NaN
52,54,106Te,A = 100.00,NaN
52,55,107Te,A = 70.00,NaN
52,55,107Te,EC = 30.00,NaN
52,52,104Te,NaN,NaN
52,53,105Te,A = 100.00,NaN
52,58,110Te,EC = 100.00,NaN
52,58,110Te,A AP 3.0E-3,NaN
52,59,111Te,EC = 100.00,NaN
52,59,111Te,EP  ,NaN
52,56,108Te,EC = 51.00,NaN
52,56,108Te,A = 49.00,NaN
52,56,108Te,EP = 2.40,NaN
52,57,109Te,EC = 96.10,NaN
52,57,109Te,EP = 9.40,NaN
52,57,109Te,A = 3.90,NaN
52,57,109Te,EC LT 5.0E-3,NaN
52,61,113Te,EC = 100.00,NaN
52,62,114Te,EC = 100.00,NaN
52,60,112Te,EC = 100.00,NaN
52,65,117Te,EC = 100.00,NaN
52,65,117Te,IT = 100.00,NaN
52,66,118Te,EC = 100.00,NaN
52,63,115Te,EC = 100.00,NaN
52,63,115Te,EC LE 100.00,NaN
52,63,115Te,IT  ,NaN
52,64,116Te,EC = 100.00,NaN
52,69,121Te,EC = 100.00,NaN
52,69,121Te,IT = 88.60,NaN
52,69,121Te,EC = 11.40,NaN
52,67,119Te,EC = 100.00,NaN
52,67,119Te,EC = 100.00,NaN
52,67,119Te,IT LT 8.0E-3,NaN
52,68,120Te,NaN,0.09%
52,72,124Te,NaN,4.74%
52,73,125Te,NaN,7.07%
52,73,125Te,IT = 100.00,7.07%
52,70,122Te,NaN,2.55%
52,71,123Te,EC = 100.00,0.89%
52,71,123Te,IT = 100.00,0.89%
52,76,128Te,2B- = 100.00,31.74%
52,77,129Te,B- = 100.00,NaN
52,77,129Te,IT = 64.00,NaN
52,77,129Te,B- = 36.00,NaN
52,74,126Te,NaN,18.84%
52,75,127Te,B- = 100.00,NaN
52,75,127Te,IT = 97.60,NaN
52,75,127Te,B- = 2.40,NaN
52,78,130Te,2B- = 100.00,34.08%
52,79,131Te,B- = 100.00,NaN
52,79,131Te,B- = 74.10,NaN
52,79,131Te,IT = 25.90,NaN
52,79,131Te,IT = 100.00,NaN
52,80,132Te,B- = 100.00,NaN
52,83,135Te,B- = 100.00,NaN
52,84,136Te,B- = 100.00,NaN
52,84,136Te,BN = 1.31,NaN
52,81,133Te,B- = 100.00,NaN
52,81,133Te,B- = 83.50,NaN
52,81,133Te,IT = 16.50,NaN
52,82,134Te,B- = 100.00,NaN
52,87,139Te,B- = 100.00,NaN
52,87,139Te,BN  ,NaN
52,88,140Te,B- = 100.00,NaN
52,88,140Te,BN  ,NaN
52,85,137Te,B- = 100.00,NaN
52,85,137Te,BN = 2.99,NaN
52,86,138Te,B- = 100.00,NaN
52,86,138Te,BN = 6.30,NaN
52,89,141Te,B- = 100.00,NaN
52,89,141Te,BN ? ,NaN
52,90,142Te,B- = 100.00,NaN
52,91,143Te,B- = 100.00,NaN
52,91,143Te,BN  ,NaN
52,91,143Te,B2N  ,NaN
52,92,144Te,NaN,NaN
52,93,145Te,NaN,NaN
53,55,108I,A = 91.00,NaN
53,55,108I,EC = 9.00,NaN
53,55,108I,P LT 1.00,NaN
53,56,109I,P = 99.99,NaN
53,56,109I,A = 0.01,NaN
53,53,106I,NaN,NaN
53,54,107I,NaN,NaN
53,59,112I,EC = 100.00,NaN
53,59,112I,EP = 0.88,NaN
53,59,112I,EA = 0.10,NaN
53,59,112I,A AP 1.2E-3,NaN
53,57,110I,EC = 83.00,NaN
53,57,110I,A = 17.00,NaN
53,57,110I,EP = 11.00,NaN
53,57,110I,EA = 1.10,NaN
53,58,111I,EC = 99.90,NaN
53,58,111I,A AP 0.10,NaN
53,62,115I,EC = 100.00,NaN
53,63,116I,EC = 100.00,NaN
53,60,113I,EC = 100.00,NaN
53,60,113I,A = 3.3E-7,NaN
53,61,114I,EC = 100.00,NaN
53,61,114I,EP  ,NaN
53,61,114I,EC = 91.00,NaN
53,61,114I,IT = 9.00,NaN
53,66,119I,EC = 100.00,NaN
53,67,120I,EC = 100.00,NaN
53,67,120I,EC = 100.00,NaN
53,64,117I,EC = 100.00,NaN
53,65,118I,EC = 100.00,NaN
53,65,118I,EC LT 100.00,NaN
53,65,118I,IT  ,NaN
53,68,121I,EC = 100.00,NaN
53,69,122I,EC = 100.00,NaN
53,70,123I,EC = 100.00,NaN
53,73,126I,EC = 52.70,NaN
53,73,126I,B- = 47.30,NaN
53,74,127I,NaN,100%
53,71,124I,EC = 100.00,NaN
53,72,125I,EC = 100.00,NaN
53,77,130I,B- = 100.00,NaN
53,77,130I,IT = 84.00,NaN
53,77,130I,B- = 16.00,NaN
53,78,131I,B- = 100.00,NaN
53,75,128I,B- = 93.10,NaN
53,75,128I,EC = 6.90,NaN
53,76,129I,B- = 100.00,NaN
53,79,132I,B- = 100.00,NaN
53,79,132I,IT = 86.00,NaN
53,79,132I,B- = 14.00,NaN
53,80,133I,B- = 100.00,NaN
53,80,133I,IT = 100.00,NaN
53,81,134I,B- = 100.00,NaN
53,81,134I,IT = 97.70,NaN
53,81,134I,B- = 2.30,NaN
53,84,137I,B- = 100.00,NaN
53,84,137I,BN = 7.14,NaN
53,85,138I,B- = 100.00,NaN
53,85,138I,BN = 5.56,NaN
53,82,135I,B- = 100.00,NaN
53,83,136I,B- = 100.00,NaN
53,83,136I,B- = 100.00,NaN
53,88,141I,B- = 100.00,NaN
53,88,141I,BN = 21.20,NaN
53,89,142I,B- = 100.00,NaN
53,89,142I,BN ? ,NaN
53,86,139I,B- = 100.00,NaN
53,86,139I,BN = 10.00,NaN
53,87,140I,B- = 100.00,NaN
53,87,140I,BN = 9.30,NaN
53,91,144I,B- = 100.00,NaN
53,92,145I,B- = 100.00,NaN
53,92,145I,BN  ,NaN
53,90,143I,B- = 100.00,NaN
53,93,146I,NaN,NaN
53,94,147I,NaN,NaN
54,71,125Xe,EC = 100.00,NaN
54,71,125Xe,IT = 100.00,NaN
54,70,124Xe,2EC  ,0.0952%
54,75,129Xe,NaN,26.4006%
54,75,129Xe,IT = 100.00,26.4006%
54,74,128Xe,NaN,1.9102%
54,73,127Xe,EC = 100.00,NaN
54,73,127Xe,IT = 100.00,NaN
54,72,126Xe,NaN,0.0890%
54,79,133Xe,B- = 100.00,NaN
54,79,133Xe,IT = 100.00,NaN
54,78,132Xe,NaN,26.9086%
54,78,132Xe,IT = 100.00,26.9086%
54,77,131Xe,NaN,21.232%
54,77,131Xe,IT = 100.00,21.232%
54,76,130Xe,NaN,4.0710%
54,82,136Xe,2B-  ,8.8573%
54,81,135Xe,B- = 100.00,NaN
54,81,135Xe,IT AP 99.40,NaN
54,81,135Xe,B- LT 0.60,NaN
54,80,134Xe,2B-  ,10.4357%
54,80,134Xe,IT = 100.00,10.4357%
54,86,140Xe,B- = 100.00,NaN
54,85,139Xe,B- = 100.00,NaN
54,84,138Xe,B- = 100.00,NaN
54,83,137Xe,B- = 100.00,NaN
54,89,143Xe,B- = 100.00,NaN
54,89,143Xe,BN = 1.00,NaN
54,88,142Xe,B- = 100.00,NaN
54,88,142Xe,BN = 0.21,NaN
54,87,141Xe,B- = 100.00,NaN
54,87,141Xe,BN = 0.04,NaN
54,93,147Xe,B- = 100.00,NaN
54,93,147Xe,BN LT 8.00,NaN
54,92,146Xe,B- = 100.00,NaN
54,92,146Xe,BN = 6.90,NaN
54,91,145Xe,B- = 100.00,NaN
54,91,145Xe,BN = 5.00,NaN
54,90,144Xe,B- = 100.00,NaN
54,90,144Xe,BN = 3.00,NaN
54,96,150Xe,NaN,NaN
54,95,149Xe,NaN,NaN
54,94,148Xe,B- = 100.00,NaN
54,94,148Xe,BN ? ,NaN
54,57,111Xe,EC = 90.00,NaN
54,57,111Xe,A = 10.00,NaN
54,56,110Xe,A = 64.00,NaN
54,56,110Xe,EC  ,NaN
54,56,110Xe,EP  ,NaN
54,55,109Xe,A = 100.00,NaN
54,54,108Xe,NaN,NaN
54,59,113Xe,EC AP 100.00,NaN
54,59,113Xe,EP = 7.00,NaN
54,59,113Xe,A AP 0.01,NaN
54,59,113Xe,EA AP 7.0E-3,NaN
54,58,112Xe,EC = 98.80,NaN
54,58,112Xe,A = 1.20,NaN
54,60,114Xe,EC = 100.00,NaN
54,64,118Xe,EC = 100.00,NaN
54,63,117Xe,EC = 100.00,NaN
54,63,117Xe,EP = 2.9E-3,NaN
54,62,116Xe,EC = 100.00,NaN
54,61,115Xe,EC = 100.00,NaN
54,61,115Xe,EP = 0.34,NaN
54,61,115Xe,A = 3.0E-4,NaN
54,68,122Xe,EC = 100.00,NaN
54,67,121Xe,EC = 100.00,NaN
54,66,120Xe,EC = 100.00,NaN
54,65,119Xe,EC = 100.00,NaN
54,69,123Xe,EC = 100.00,NaN
55,58,113Cs,P = 100.00,NaN
55,57,112Cs,P = 100.00,NaN
55,57,112Cs,A LT 0.26,NaN
55,56,111Cs,NaN,NaN
55,59,114Cs,EC = 99.98,NaN
55,59,114Cs,EP = 8.70,NaN
55,59,114Cs,EA = 0.19,NaN
55,59,114Cs,A = 0.02,NaN
55,61,116Cs,EC = 100.00,NaN
55,61,116Cs,EP = 2.80,NaN
55,61,116Cs,EA = 0.05,NaN
55,61,116Cs,EC = 100.00,NaN
55,61,116Cs,EP = 0.51,NaN
55,61,116Cs,EA = 8.0E-3,NaN
55,60,115Cs,EC = 100.00,NaN
55,60,115Cs,EP AP 0.07,NaN
55,65,120Cs,EC = 100.00,NaN
55,65,120Cs,EA = 2.0E-5,NaN
55,65,120Cs,EP = 7.0E-6,NaN
55,65,120Cs,EC = 100.00,NaN
55,64,119Cs,EC = 100.00,NaN
55,64,119Cs,EC = 100.00,NaN
55,63,118Cs,EC = 100.00,NaN
55,63,118Cs,EP LT 0.04,NaN
55,63,118Cs,EA LT 2.4E-3,NaN
55,63,118Cs,EC = 100.00,NaN
55,63,118Cs,EP LT 0.04,NaN
55,63,118Cs,EA LT 2.4E-3,NaN
55,62,117Cs,EC = 100.00,NaN
55,62,117Cs,EC  ,NaN
55,69,124Cs,EC = 100.00,NaN
55,69,124Cs,IT = 100.00,NaN
55,68,123Cs,EC = 100.00,NaN
55,68,123Cs,IT = 100.00,NaN
55,67,122Cs,EC = 100.00,NaN
55,67,122Cs,IT = 100.00,NaN
55,67,122Cs,EC = 100.00,NaN
55,66,121Cs,EC = 100.00,NaN
55,66,121Cs,EC = 83.00,NaN
55,66,121Cs,IT = 17.00,NaN
55,72,127Cs,EC = 100.00,NaN
55,71,126Cs,EC = 100.00,NaN
55,70,125Cs,EC = 100.00,NaN
55,70,125Cs,IT = 100.00,NaN
55,76,131Cs,EC = 100.00,NaN
55,75,130Cs,EC = 98.40,NaN
55,75,130Cs,B- = 1.60,NaN
